codigo_a,codigo_b,establecimiento_a,establecimiento_b,score_nombre,score_direccion,mismo_telefono,misma_jornada,mismo_plan
00-07-0080-46,00-07-0093-46,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,100.0,86.3,True,True,True
00-07-0089-46,00-07-0092-46,LICEO DE COMPUTACION C.S.S.,LICEO DE COMPUTACION C.S.S.,100.0,72.1,True,True,True
00-07-0108-46,00-07-0110-46,"CENTRO EDUCATIVO PRIVADO ""MONTE HOREB""","CENTRO EDUCATIVO PRIVADO ""MONTE HOREB""",100.0,88.6,True,True,True
00-07-0114-46,00-07-0116-46,COLEGIO TÉCNICO EN COMPUTACIÓN SAN JUAN,COLEGIO TÉCNICO EN COMPUTACIÓN SAN JUAN,100.0,100.0,True,True,True
00-07-0133-46,00-07-8440-46,COLEGIO PANAMERICANO NO. 4,COLEGIO PANAMERICANO NO. 4,100.0,100.0,True,True,True
00-07-0172-46,00-07-0188-46,LICEO CRISTIANO VERDAD L.C.V.,LICEO CRISTIANO VERDAD L.C.V.,100.0,98.9,False,True,True
00-07-0185-46,00-07-0186-46,LICEO MIXTO OBED,LICEO MIXTO OBED,100.0,83.8,True,True,True
00-07-0200-46,00-07-0201-46,"COLEGIO BILINGÜE CRISTIANO ""EL ÁRBOL DEL CONOCIMIENTO""",COLEGIO BILINGÜE CRISTIANO EL ÁRBOL DEL CONOCIMIENTO,92.5,84.7,True,True,True
00-07-0207-46,00-07-0210-46,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,100.0,100.0,True,True,True
00-07-0245-46,00-07-2978-46,LICEO DE COMPUTACION C.S.S,LICEO DE COMPUTACION 'C.S.S',96.3,90.7,False,True,True
00-07-0281-46,00-07-0282-46,LICEO DE CIENCIA Y TECNOLOGÍA,LICEO DE CIENCIA Y TECNOLOGÍA,100.0,100.0,True,True,True
00-07-7212-46,00-07-8388-46,COLEGIO DE INFORMATICA IMB-PC #1,COLEGIO DE INFORMATICA IMB-PC NO. 1,92.5,85.2,True,True,True
00-07-8492-46,00-07-8493-46,COLEGIO INTERAMERICANO DE INFORMATICA,COLEGIO INTERAMERICANO DE INFORMATICA,100.0,100.0,False,True,True
00-07-9094-46,00-07-9545-46,LICEO DE CIENCIA Y TECNOLOGÍA,LICEO DE CIENCIA Y TECNOLOGIA,100.0,98.7,True,True,True
00-07-9677-46,00-07-9678-46,COLEGIO PROYECTO EDUCATIVO FUTURISTA,COLEGIO PROYECTO EDUCATIVO FUTURISTA,100.0,100.0,True,True,True
00-07-9748-46,00-07-9749-46,COLEGIO PANAMERICANO NO. 4,COLEGIO PANAMERICANO NO. 4,100.0,100.0,True,True,True
00-09-0002-46,00-09-0004-46,COLEGIO VALVERDE NO. 3,COLEGIO VALVERDE NO. 3,100.0,41.2,True,True,True
00-09-0011-46,00-09-0015-46,ESCUELA DE ESTUDIOS PENITENCIARIO,ESCUELA DE ESTUDIOS PENITENCIARIOS,98.5,100.0,True,True,True
00-09-7330-46,00-09-7372-46,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,INSTITUTO ANGLO-GUATEMALTECO DE RELACIONES CULTURALES,100.0,100.0,True,True,True
00-09-7724-46,00-09-9269-46,LICEO PREUNIVERSITARIO DE COMPUTACION,LICEO PREUNIVERSITARIO DE COMPUTACION,100.0,100.0,True,True,True
00-09-9582-46,00-09-9583-46,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL CAMPERO,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL 'CAMPERO',98.2,100.0,True,True,True
00-10-9130-46,00-14-9687-46,COLEGIO EVANGELICO HOSANNA,COLEGIO EVANGELICO HOSANNA,100.0,43.5,True,True,True
00-11-0009-46,00-11-2803-46,COLEGIO BILINGUE MONTE AMERICANO,COLEGIO BILINGUE MONTE AMERICANO,100.0,82.2,False,True,True
00-11-0011-46,00-11-9843-46,LICEO TECNICO VOCACIONAL GALILEI,LICEO TECNICO VOCACIONAL GALILEI,100.0,100.0,True,True,True
00-11-0016-46,00-11-0017-46,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA",100.0,100.0,True,True,True
00-11-0019-46,00-11-0036-46,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,100.0,100.0,True,True,True
00-11-0071-46,00-11-0076-46,COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 6,100.0,100.0,False,True,True
00-12-0044-46,00-12-0086-46,COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,100.0,100.0,True,True,True
00-12-0048-46,00-12-0055-46,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,100.0,False,True,True
00-12-0049-46,00-12-0056-46,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,100.0,False,True,True
00-12-0051-46,00-12-0052-46,LICEO CANADIENSE SOCIEDAD ANONIMA,LICEO CANADIENSE SOCIEDAD ANONIMA,100.0,100.0,False,True,True
00-12-0058-46,00-12-7537-46,COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO.3,94.1,96.9,False,True,True
00-12-0118-46,00-12-8656-46,"LICEO MIXTO ""JUAN APÓSTOL""",LICEO MIXTO 'JUAN APOSTOL',92.3,76.9,False,True,True
00-12-0119-46,00-12-0173-46,"PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA","PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA, PRONEA, SEDE 2",92.6,81.2,False,True,True
00-12-0147-46,00-12-0912-46,"INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""","INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""LICDA. MATILDE ROUGE""",100.0,100.0,False,True,True
00-12-0149-46,00-21-0087-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,80.7,False,True,True
00-12-0167-46,00-12-9585-46,COLEGIO MIXTO VALLE REAL,COLEGIO MIXTO VALLE REAL,100.0,78.0,True,True,True
00-12-0168-46,00-12-0169-46,"INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, METROPOLITANO DEL SUR NO.2","INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, METROPOLITANO DEL SUR NO.2",100.0,100.0,False,True,True
00-12-0170-46,00-12-0171-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,True,True,True
00-12-3002-46,00-12-3130-46,COLEGIO PROFESIONAL EN COMPUTACION S.A.,COLEGIO PROFESIONAL EN COMPUTACION S. A.,93.7,81.0,False,True,True
00-12-7189-46,00-21-0041-46,LICEO MIXTO TECNICAS INTEGRALES,LICEO MIXTO TECNICAS INTEGRALES,100.0,77.3,False,True,True
00-12-8220-46,00-12-8422-46,COLEGIO DE INFORMATICA IMB-PC NO.2,COLEGIO DE INFORMATICA IMB-PC NO. 2,95.7,100.0,True,True,True
00-12-8824-46,00-12-8825-46,LICEO CANADIENSE SUR,LICEO CANADIENSE SUR,100.0,100.0,False,True,True
00-12-9006-46,00-12-9007-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,98.9,98.5,False,True,True
00-12-9100-46,00-12-9101-46,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,LICEO MIXTO EVANGELICO DE ORDEN DIVINO,100.0,100.0,True,True,True
00-12-9758-46,00-12-9759-46,COLEGIO IMB-PC,COLEGIO IMB-PC,100.0,100.0,True,True,True
00-12-9762-46,00-12-9763-46,COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO. 3,100.0,100.0,False,True,True
00-13-0024-46,00-13-0025-46,INSTITUTO DE BACHILLERATO EN COMPUTACION,INSTITUTO DE BACHILLERATO EN COMPUTACION,100.0,100.0,True,True,True
00-13-0050-46,00-13-0055-46,COLEGIO THE ORCHARD CARÉ LA PAZ,COLEGIO THE ORCHARD CARE LA PAZ,100.0,76.2,False,True,True
00-13-0066-46,00-13-9463-46,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA","ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA",92.4,100.0,False,True,True
00-14-8729-46,00-14-8730-46,LICEO CRISTIANO 'LA SABIDURIA',LICEO CRISTIANO 'LA SABIDURIA',100.0,100.0,True,True,True
00-15-0004-46,00-15-0983-46,"INSTITUTO "" BETHANIA ""","INSTITUTO "" BETHANIA """,100.0,96.8,False,True,True
00-16-0006-46,00-16-7519-46,COLEGIO GUATEMALTECO BILINGUE,COLEGIO GUATEMALTECO BILINGUE,100.0,33.3,True,True,True
00-16-0006-46,00-17-0004-46,COLEGIO GUATEMALTECO BILINGUE,COLEGIO GUATEMALTECO BILINGUE,100.0,47.4,True,True,True
00-16-7519-46,00-17-0004-46,COLEGIO GUATEMALTECO BILINGUE,COLEGIO GUATEMALTECO BILINGUE,100.0,51.6,True,True,True
00-17-0011-46,00-17-9135-46,CENTRO EDUCATIVO DE INFORMATICA SINAI,CENTRO EDUCATIVO DE INFORMATICA SINAI,100.0,100.0,True,True,True
00-17-0023-46,00-17-0028-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,100.0,99.2,True,True,True
00-17-0023-46,00-17-9767-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,100.0,100.0,True,True,True
00-17-0028-46,00-17-9767-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,100.0,99.2,True,True,True
00-17-0038-46,00-17-9738-46,LICEO CRISTIANO ROCA DE AYUDA,LICEO CRISTIANO ROCA DE AYUDA,100.0,98.2,False,True,True
00-17-9769-46,00-17-9771-46,COLEGIO PANAMERICANO,COLEGIO PANAMERICANO,100.0,100.0,False,True,True
00-18-0004-46,00-18-0005-46,LICEO FRANCO GUATEMALTECO,LICEO FRANCO GUATEMALTECO,100.0,100.0,False,True,True
00-18-0020-46,00-18-0142-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",100.0,93.2,False,True,True
00-18-0020-46,00-18-0256-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",100.0,100.0,False,True,True
00-18-0057-46,00-18-0058-46,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,100.0,100.0,True,True,True
00-18-0064-46,00-18-0065-46,COLEGIO BAUTISTA SHALOM,COLEGIO BAUTISTA SHALOM,100.0,98.6,True,True,True
00-18-0070-46,00-18-0077-46,CENTRO EDUCATIVO INMACULADA CONCEPCION,CENTRO EDUCATIVO INMACULADA CONCEPCION,100.0,100.0,False,True,True
00-18-0100-46,00-18-7756-46,LICEO SAN RAFAEL ARCÁNGEL,LICEO SAN RAFAEL ARCANGEL,100.0,80.0,False,True,True
00-18-0108-46,00-18-0109-46,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""",100.0,99.1,True,True,True
00-18-0142-46,00-18-0256-46,"LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",100.0,93.2,False,True,True
00-18-0149-46,00-18-0212-46,COLEGIO BELLO AMANECER,COLEGIO BELLO AMANECER 2,95.7,79.5,True,True,True
00-18-0154-46,00-18-0155-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,False,True,True
00-18-0154-46,00-18-0156-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,True,True,True
00-18-0154-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,False,True,True
00-18-0154-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,98.5,False,True,True
00-18-0155-46,00-18-0156-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,False,True,True
00-18-0155-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,False,True,True
00-18-0155-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,98.5,False,True,True
00-18-0156-46,00-18-0161-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,100.0,False,True,True
00-18-0156-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,98.5,False,True,True
00-18-0160-46,00-18-0258-46,COLEGIO MIXTO EL CASTILLO,COLEGIO MIXTO EL CASTILLO,100.0,98.7,True,True,True
00-18-0161-46,00-18-0220-46,LICEO CUMORAH PINOS,LICEO CUMORAH PINOS,100.0,98.5,True,True,True
00-18-0211-46,00-18-0257-46,COLEGIO BELLO AMANECER 2,COLEGIO BELLO AMANECER 2,100.0,100.0,True,True,True
00-18-7596-46,00-18-8766-46,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LICEO AMERICANO TECNOLOGICO DE COMPUTACION,100.0,75.9,False,True,True
00-18-8898-46,00-18-8899-46,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,100.0,97.9,True,True,True
00-19-0029-46,00-19-0031-46,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,CENTRO INTEGRAL EDUCATIVO SAN FRANCISCO,100.0,100.0,True,True,True
00-19-0052-46,00-19-0053-46,LICEO COMERCIAL TECNOLOGICO EL RODEO,LICEO COMERCIAL TECNOLOGICO EL RODEO,100.0,81.6,False,True,True
00-19-0063-46,00-19-0064-46,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,100.0,100.0,True,True,True
00-19-0065-46,00-19-0066-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,100.0,True,True,True
00-19-0065-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,100.0,False,True,True
00-19-0066-46,00-19-0067-46,LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI,100.0,100.0,False,True,True
00-19-0077-46,00-19-0085-46,"COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""","COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3""",98.4,62.5,True,True,True
00-19-0102-46,00-19-0112-46,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,INED M. A. HERMENEGILDO DE JESÚS PEREIRA DEL CID,100.0,100.0,True,True,True
00-19-8026-46,00-19-8892-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMATICA,100.0,98.4,True,True,True
00-19-9315-46,00-19-9316-46,COLEGIO PRIVADO MIXTO BELÉN,COLEGIO PRIVADO MIXTO BELEN,100.0,87.5,True,True,True
00-21-0023-46,00-21-0087-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,97.8,75.3,True,True,True
00-21-0049-46,00-21-0050-46,CENTRO EDUCATIVO DEMOSOFT,CENTRO EDUCATIVO DEMOSOFT,100.0,100.0,False,True,True
00-25-0005-46,00-25-0007-46,COLEGIO MIXTO ABC II,COLEGIO MIXTO ABC II,100.0,100.0,True,True,True
00-25-0008-46,00-25-0010-46,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""","LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",100.0,94.2,True,True,True
02-05-0008-46,02-05-0017-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,92.3,94.7,False,True,True
02-01-0028-46,02-01-0252-46,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,COLEGIO DE CIENCIAS COMERCIALES EL PROGRESO,100.0,100.0,True,True,True
02-01-0058-46,02-01-0059-46,COLEGIO HIGA,COLEGIO HIGA,100.0,76.9,False,True,True
02-01-0068-46,02-01-0069-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,100.0,50.8,True,True,True
02-01-0068-46,02-01-0075-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,100.0,87.1,True,True,True
02-01-0069-46,02-01-0075-46,COLEGIO MIXTO INTEGRAL EL PROGRESO,COLEGIO MIXTO INTEGRAL EL PROGRESO,100.0,41.7,True,True,True
02-02-0014-46,02-02-0613-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,100.0,100.0,False,True,True
02-03-0004-46,02-03-0055-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",100.0,32.3,True,True,True
02-03-0050-46,02-03-0052-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,100.0,100.0,True,True,True
02-03-0050-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,100.0,100.0,True,True,True
02-03-0052-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,100.0,100.0,True,True,True
02-03-0119-46,02-03-0125-46,COLEGIO EL SHADDAI,COLEGIO EL SHADDAI,100.0,100.0,False,True,True
02-03-0134-46,02-03-0135-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,100.0,True,True,True
02-03-0134-46,02-03-0136-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,100.0,False,True,True
02-03-0135-46,02-03-0136-46,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,100.0,False,True,True
02-03-0157-46,02-03-0158-46,COLEGIO TECNOLÓGICO JERUSALÉN,COLEGIO TECNOLÓGICO JERUSALÉN,100.0,100.0,True,True,True
02-04-0004-46,02-04-0005-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,False,True,True
02-04-0022-46,02-04-0023-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,73.5,False,True,True
02-07-0024-46,02-07-0691-46,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,100.0,100.0,True,True,True
02-07-0036-46,02-07-0714-46,COLEGIO PRIVADO MIXTO CIENCIAS COMERCIALES SANARATE,COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES SANARATE,97.1,70.0,True,True,True
02-06-0004-46,02-06-0006-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,100.0,False,True,True
02-06-0020-46,02-06-0021-46,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,100.0,100.0,True,True,True
02-06-0020-46,02-06-0022-46,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,100.0,100.0,True,True,True
02-06-0021-46,02-06-0022-46,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,100.0,100.0,True,True,True
05-01-0126-46,05-01-0263-46,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,100.0,95.7,True,True,True
05-01-0144-46,05-01-0288-46,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,100.0,54.9,True,True,True
05-01-0144-46,05-01-0325-46,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,100.0,76.9,True,True,True
05-01-0256-46,05-01-0327-46,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA,100.0,93.9,True,True,True
05-01-0259-46,05-01-0336-46,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,100.0,98.9,False,True,True
05-01-0272-46,05-01-0330-46,INSTITUTO TECNICO CIENCIAS INDUSTRIALES,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,100.0,93.3,True,True,True
05-01-0274-46,05-01-0303-46,LICEO EDUCATIVO TECNICO EVANGELICO,LICEO EDUCATIVO TÉCNICO EVANGÉLICO,100.0,95.8,True,True,True
05-01-0288-46,05-01-0325-46,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,100.0,55.8,True,True,True
05-01-0296-46,05-01-2899-46,COLEGIO IZCUINTLAN,COLEGIO IZCUINTLAN,100.0,65.4,True,True,True
05-01-0307-46,05-01-0721-46,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,100.0,88.5,False,True,True
05-01-0309-46,05-01-0311-46,"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""","LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""",100.0,100.0,False,True,True
05-01-0315-46,05-01-0317-46,"LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI""","LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI""",100.0,100.0,False,True,True
05-01-0320-46,05-01-0348-46,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,100.0,65.3,True,True,True
05-01-0323-46,05-01-2540-46,LICEO ESPAÑOL AMERICANO,LICEO ESPAÑOL AMERICANO,100.0,41.0,True,True,True
05-01-0323-46,05-01-2541-46,LICEO ESPAÑOL AMERICANO,LICEO ESPAÑOL AMERICANO,100.0,41.0,True,True,True
05-01-0338-46,05-01-0410-46,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,100.0,100.0,True,True,True
05-01-0360-46,05-01-0361-46,CENTRO EDUCATIVO CAMPUS SUR,"CENTRO EDUCATIVO ""CAMPUS SUR""",96.4,97.0,False,True,True
05-01-0363-46,05-01-0463-46,"INSTITUTO OFICIAL MIXTO DE EDUCACIÓN Y BACHILLERATO POR MADUREZ ""PALMERAS""","INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ ""PALMERAS""",95.5,42.9,True,True,True
05-01-0381-46,05-01-0482-46,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,100.0,87.9,True,True,True
05-01-0429-46,05-01-0439-46,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,100.0,86.4,True,True,True
05-01-0457-46,05-01-0840-46,"INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""SALOMÓN ALVAREZ ANDRADE""","INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""SALOMON ALVAREZ ANDRADE""",100.0,97.9,True,True,True
05-01-2355-46,05-01-2865-46,LICEO EVANGELICO TECNICO ESCUINTLECO,LICEO EVANGELICO TECNICO ESCUINTLECO,100.0,76.9,False,True,True
05-01-2540-46,05-01-2541-46,LICEO ESPAÑOL AMERICANO,LICEO ESPAÑOL AMERICANO,100.0,100.0,True,True,True
05-01-2812-46,05-01-2813-46,TECNOLOGICO MODERNO,TECNOLOGICO MODERNO,100.0,100.0,False,True,True
05-01-3021-46,05-01-3031-46,COLEGIO INTEGRAL HISPANOAMERICANO,COLEGIO INTEGRAL HISPANOAMERICANO,100.0,100.0,True,True,True
05-10-0019-46,05-10-0025-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,100.0,True,True,True
05-10-0019-46,05-10-0032-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,97.8,True,True,True
05-10-0020-46,05-10-0021-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSE MARTI,100.0,91.3,False,True,True
05-10-0020-46,05-10-0022-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSE MARTI,100.0,51.4,True,True,True
05-10-0020-46,05-10-0033-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,97.8,True,True,True
05-10-0021-46,05-10-0033-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,93.3,False,True,True
05-10-0022-46,05-10-0033-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,52.9,True,True,True
05-10-0023-46,05-10-0035-46,"COLEGIO MIXTO PARTICULAR ""IXTAPAN""","COLEGIO PARTICULAR MIXTO ""IXTAPAN""",100.0,90.7,True,True,True
05-10-0023-46,05-10-0036-46,"COLEGIO MIXTO PARTICULAR ""IXTAPAN""","COLEGIO PARTICULAR MIXTO ""IXTAPAN""",100.0,89.5,True,True,True
