codigo_a,codigo_b,establecimiento_a,establecimiento_b,score_nombre,score_direccion,mismo_telefono,misma_jornada,mismo_plan
05-10-0025-46,05-10-0032-46,CENTRO EDUCATIVO JOSÉ MARTÍ,CENTRO EDUCATIVO JOSÉ MARTÍ,100.0,97.8,True,True,True
05-10-0035-46,05-10-0036-46,"COLEGIO PARTICULAR MIXTO ""IXTAPAN""","COLEGIO PARTICULAR MIXTO ""IXTAPAN""",100.0,98.7,True,True,True
05-03-0011-46,05-03-0048-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,94.7,96.2,False,True,True
05-03-0011-46,05-03-2930-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,100.0,100.0,True,True,True
05-03-0022-46,05-03-0025-46,CENTRO EDUCATIVO BUGANVILIA,CENTRO EDUCATIVO BUGANVILIA,100.0,64.0,True,True,True
05-03-0029-46,05-03-0051-46,COLEGIO ITALIANO DEL SUR,COLEGIO ITALIANO DEL SUR,100.0,99.2,False,True,True
05-03-0034-46,05-03-0047-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,93.9,74.1,False,True,True
05-03-0048-46,05-03-2930-46,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,94.7,96.2,False,True,True
05-07-0038-46,05-14-0027-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,100.0,35.7,True,True,True
05-07-0039-46,05-14-0033-46,COLEGIO MIXTO LA LIBERTAD,COLEGIO MIXTO LA LIBERTAD,100.0,60.0,True,True,True
05-07-0048-46,05-07-0049-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACION BASICA POR MADUREZ Y DIVERSIFICADO,100.0,96.8,True,True,True
05-07-0063-46,05-07-0066-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",100.0,100.0,True,True,True
05-07-0067-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",98.7,79.5,False,True,True
05-14-0037-46,05-14-0041-46,"COLEGIO CRISTIANO ""EMANUEL""","COLEGIO CRISTIANO ""EMANUEL""",100.0,85.2,False,True,True
05-05-0025-46,05-05-0032-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y DIVERSIFICADO,100.0,96.6,False,True,True
05-05-0028-46,05-05-0029-46,COLEGIO MIXTO TECNOLÓGICO DEL ROSARY,COLEGIO MIXTO TECNOLOGICO DEL ROSARY,100.0,58.9,True,True,True
05-05-0082-46,05-05-0083-46,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,100.0,97.4,True,True,True
05-05-0085-46,05-05-0086-46,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,LICEO CRISTIANO LA SABIDURÍA DE LA VIDA,100.0,100.0,True,True,True
05-13-0059-46,05-13-0086-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,87.0,False,True,True
05-13-0064-46,05-13-3074-46,INSTITUTO MUNICIPAL DE EDUCACION DIVERISFICADA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,97.8,83.3,True,True,True
05-13-0067-46,05-13-0068-46,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,100.0,100.0,True,True,True
05-13-0069-46,05-13-0070-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0069-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0069-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0070-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0070-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0073-46,05-13-0097-46,"CENTRO PEDAGOGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,98.7,False,True,True
05-13-0073-46,05-13-2547-46,"CENTRO PEDAGOGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,98.7,False,True,True
05-13-0078-46,05-13-0094-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,100.0,69.4,True,True,True
05-13-0079-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,100.0,100.0,True,True,True
05-13-0097-46,05-13-2547-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,100.0,True,True,True
05-13-2546-46,05-13-2791-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",100.0,100.0,True,True,True
05-11-0056-46,05-11-0083-46,COLEGIO MIXTO DEL VALLE,COLEGIO MIXTO DEL VALLE,100.0,100.0,True,True,True
05-09-0024-46,05-09-2928-46,INSTITUTO DE COMPUTACION DE INFORMATICA I.C.I,INSTITUTO DE COMPUTACION INFORMATICA I.C.I.,95.5,71.2,False,True,True
05-09-0035-46,05-09-0053-46,COLEGIO MIXTO SANTA VICTORIA,COLEGIO MIXTO SANTA VICTORIA,100.0,84.1,False,True,True
05-09-0058-46,05-09-0059-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,True,True,True
05-09-0058-46,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,True,True,True
05-09-0059-46,05-09-0093-46,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,100.0,100.0,True,True,True
05-09-0066-46,05-09-0067-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,100.0,100.0,True,True,True
05-09-0066-46,05-09-0076-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,100.0,98.7,False,True,True
05-09-0067-46,05-09-0076-46,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,100.0,98.7,False,True,True
05-09-0073-46,05-09-0075-46,"COLEGIO PARTICULAR MIXTO ""SANTA MARÍA""","COLEGIO PARTICULAR MIXTO ""SANTA MARÍA""",100.0,98.5,True,True,True
05-09-0081-46,05-09-0083-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-09-0081-46,05-09-0085-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-09-0081-46,05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-09-0082-46,05-09-0084-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,86.8,False,True,True
05-09-0083-46,05-09-0085-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-09-0083-46,05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-09-0085-46,05-09-0087-46,"COLEGIO PREUNIVERSITARIO ""SAN PABLO""","COLEGIO PREUNIVERSITARIO ""SAN PABLO""",100.0,100.0,True,True,True
05-12-0006-46,05-12-0030-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,100.0,True,True,True
05-12-0026-46,05-12-0027-46,"LICEO ""FUENTE DE VIDA""","LICEO ""FUENTE DE VIDA""",100.0,100.0,True,True,True
05-12-0028-46,05-12-0035-46,COLEGIO INTEGRAL VICENTINO,COLEGIO INTEGRAL VICENTINO,100.0,98.5,True,True,True
05-02-0032-46,05-02-0047-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0037-46,05-02-0038-46,INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),INSTITUTO DE FORMACIÓN CUALIFICADA (I.F.C.),100.0,100.0,True,True,True
05-02-0043-46,05-02-1878-46,COLEGIO MIXTO COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",96.4,100.0,False,True,True
05-02-0044-46,05-02-0220-46,COLEGIO MIXTO COTZUMALGUAPA,"""COLEGIO MIXTO COTZUMALGUAPA""",96.4,100.0,False,True,True
05-02-0045-46,05-02-0072-46,LICEO MIXTO SAN JOSE,LICEO MIXTO SAN JOSÉ,100.0,97.7,True,True,True
05-02-0051-46,05-02-0076-46,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL,100.0,60.7,True,True,True
05-02-0057-46,05-02-0058-46,LICEO MIXTO SAN JOSE,LICEO MIXTO SAN JOSÉ,100.0,85.0,True,True,True
05-02-0064-46,05-02-0065-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,95.7,True,True,True
05-02-0064-46,05-02-0135-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,93.6,False,True,True
05-02-0065-46,05-02-0135-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,97.9,False,True,True
05-02-0068-46,05-02-0069-46,"COLEGIO DIOCESANO ""MARÍA AUXILIADORA""","COLEGIO DIOCESANO ""MARÍA AUXILIADORA""",100.0,100.0,True,True,True
05-02-0080-46,05-02-0090-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0080-46,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0080-46,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0080-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0080-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0082-46,05-02-0241-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,True,True,True
05-02-0082-46,05-02-2572-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,True,True,True
05-02-0085-46,05-02-0086-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0085-46,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0085-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0085-46,05-02-0134-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,97.9,False,True,True
05-02-0086-46,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0086-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0086-46,05-02-0134-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,97.9,False,True,True
05-02-0087-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,100.0,True,True,True
05-02-0087-46,05-02-0134-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,97.9,False,True,True
05-02-0088-46,05-02-0134-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,100.0,97.9,False,True,True
05-02-0090-46,05-02-0091-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0090-46,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0090-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0090-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0091-46,05-02-0092-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0091-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0091-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0092-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0092-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0093-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,100.0,100.0,True,True,True
05-02-0106-46,05-02-2608-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,100.0,67.7,True,True,True
05-02-0110-46,05-02-0242-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,True,True,True
05-02-0118-46,05-02-0238-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,100.0,95.6,True,True,True
05-02-0118-46,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,100.0,95.6,True,True,True
05-02-0141-46,05-02-0142-46,CENTRO EDUCATIVO LUCIANO CAMPO REAL,CENTRO EDUCATIVO LUCIANO CAMPO REAL,100.0,100.0,True,True,True
05-02-0144-46,05-02-0145-46,COLEGIO MIXTO BELÉN,COLEGIO MIXTO BELÉN,100.0,100.0,True,True,True
05-02-0227-46,05-02-0234-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',100.0,100.0,False,True,True
05-02-0232-46,05-02-0265-46,INSTITUTO TECNOLÓGICO PROESUR,INSTITUTO TECNOLÓGICO PROESUR,100.0,98.4,True,True,True
05-02-0238-46,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,100.0,100.0,True,True,True
05-02-0241-46,05-02-2572-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,True,True,True
05-02-2044-46,05-02-2651-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,100.0,100.0,True,True,True
05-02-2710-46,05-02-2971-46,"""COLEGIO MIXTO COTZUMALGUAPA""",COLEGIO MIXTO COTZUMALGUAPA,96.4,96.7,False,True,True
05-04-0027-46,05-04-0036-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,100.0,100.0,True,True,True
05-04-0042-46,05-04-0043-46,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,CENTRO EDUCATIVO INTEGRAL SIQUINALTECO,100.0,95.2,True,True,True
05-06-0028-46,05-06-0084-46,LICEO CRISTIANO SHALEM,LICEO CRISTIANO SHALEM,100.0,100.0,True,True,True
05-06-0030-46,05-06-0089-46,INSTITUTO TECNICO INDUSTRIAL PRIVADO DE TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,100.0,80.0,True,True,True
05-06-0030-46,05-06-0097-46,INSTITUTO TECNICO INDUSTRIAL PRIVADO DE TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,100.0,100.0,True,True,True
05-06-0031-46,05-06-0086-46,INSTITUTO TECNICO INDUSTRIAL PRIVADO DE TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,100.0,100.0,True,True,True
05-06-0034-46,05-06-0051-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0034-46,05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0034-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0036-46,05-06-2771-46,LICEO TECNOLOGICO MODERNO DE TIQUISATE LITEMOTI,"LICEO TECNOLÓGICO MODERNO DE TIQUISATE, LITEMOTI",98.9,61.3,True,True,True
05-06-0039-46,05-06-0057-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0039-46,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0039-46,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0039-46,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0043-46,05-06-0091-46,LICEO EN INFORMATICA Y CIENCIAS AVANZADAS CERMA,LICEO EN INFORMÁTICA Y CIENCIAS AVANZADAS CERMA,100.0,35.0,True,True,True
05-06-0046-46,05-06-0102-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,82.1,False,True,True
05-06-0050-46,05-06-0099-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,60.3,True,True,True
05-06-0050-46,05-06-0113-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,60.3,True,True,True
05-06-0051-46,05-06-0066-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0051-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0053-46,05-06-0054-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0053-46,05-06-0130-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,92.5,True,True,True
05-06-0054-46,05-06-0130-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,92.5,True,True,True
05-06-0057-46,05-06-0094-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0057-46,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0057-46,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0062-46,05-06-0063-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGON,COLEGIO MIXTO LUIS CARDOZA Y ARAGON,100.0,35.5,True,True,True
05-06-0066-46,05-06-0083-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0070-46,05-06-0107-46,COLEGIO TECNOLOGICO EN INFORMATICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,96.3,True,True,True
05-06-0080-46,05-06-0081-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGIA Y CIENCIA,100.0,35.9,True,True,True
05-06-0080-46,05-06-0082-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0080-46,05-06-0093-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,36.4,True,True,True
05-06-0080-46,05-06-0100-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0080-46,05-06-0103-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0081-46,05-06-0082-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,35.9,True,True,True
05-06-0081-46,05-06-0093-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,97.7,True,True,True
05-06-0081-46,05-06-0100-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,35.9,True,True,True
05-06-0081-46,05-06-0103-46,INSTITUTO TECNOLOGIA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,35.9,True,True,True
05-06-0082-46,05-06-0093-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,36.4,True,True,True
05-06-0082-46,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0082-46,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
05-06-0089-46,05-06-0097-46,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,INSTITUTO TÉCNICO INDUSTRIAL PRIVADO DE TIQUISATE,100.0,80.0,True,True,True
05-06-0093-46,05-06-0100-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,36.4,True,True,True
05-06-0093-46,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,36.4,True,True,True
05-06-0094-46,05-06-0108-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0094-46,05-06-0109-46,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,COLEGIO TECNOLÓGICO EN INFORMÁTICA MILJU-NET,100.0,100.0,True,True,True
05-06-0096-46,05-06-0105-46,LICEO CRISTIANO SHALEM,LICEO CRISTIANO SHALEM,100.0,86.2,False,True,True
05-06-0099-46,05-06-0113-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",100.0,100.0,True,True,True
05-06-0100-46,05-06-0103-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,100.0,100.0,True,True,True
